project_id,energy_type,energy_subtype,installation_size_kw,location_latitude,location_longitude,month,historical_production_kwh,investment_per_share_eur,total_shares,panel_age_months,kwh_per_share_per_month
18,Wind,Offshore,3474.8812285788317,25.196125950260054,-6.543841432366413,1,"[218.07536361552087, 693.8937151834346, 378.8227092213288, 566.4687845828599, 944.1705230565623, 920.9399242521292, 508.06079185238923, 742.5402305548993, 708.81407683876, 836.3326181858954, 450.46181860558414, 789.8708475605439]",195.88410736362675,9754,182,20.192555038585397
27,Wind,Onshore,2538.053610870701,17.69038846263591,9.551061629131834,5,"[430.18526824155526, 699.1933798847524, 772.0041992091831, 968.554014306309, 243.60377175443375, 1194.550510797341, 669.9445139909429, 479.5603417967586, 1083.494022266259, 947.7187738974139, 1153.071847023953, 530.7503046705137]",112.78916853292054,1699,225,52.29103531067005
85,Solar,Molten Salt,888.9890960961578,15.680126245835012,36.16928644964686,10,"[1130.0168348108318, 270.4161308495439, 408.91871761536015, 871.1435168240506, 558.6467812961639, 454.16364906973877, 495.29058841893874, 522.5507642386006, 1048.6697949246745, 336.6213314420288, 908.9109969101186, 752.8199769079077]",62.819478011320705,39754,50,1.1389642677866367
13,Geothermal,Flash Steam,75.66507073123454,22.78944149486361,-8.343562789277465,8,"[901.9668772577033, 995.792669436101, 1090.0053418175662, 537.9951568515357, 575.5829526399441, 293.981939840869, 778.2801409961739, 235.94227379674209, 665.5980181324601, 742.6446347075766, 486.5412521282844, 790.8332605690108]",10.947548738114639,43675,170,0.06370437059911106
54,Hydro,Pumped,1666.9236468904023,42.78690037875887,-3.7074250508154876,12,"[822.8904758190002, 285.34746499376797, 251.68172116860768, 731.354631568148, 740.6351216101065, 837.4299014982065, 926.0913337226616, 1175.8520794625347, 716.3003483011953, 522.9564729412459, 995.1861947687037, 470.83225126207424]",90.59942703759904,48030,90,1.5370427587790692
62,Solar,Photovoltaic,338.0582977667959,51.52137276264804,6.541133783866265,6,"[914.5959227000624, 860.1973767177312, 479.9338969459428, 1154.865280663194, 937.8969166957685, 754.3540525114007, 811.7207462343522, 619.6000624277899, 447.73098950115747, 555.9726786512615, 957.8461104643691, 214.39348862975586]",27.634164898848667,45078,94,0.46369017331689066
69,Geothermal,Flash Steam,534.2790952224573,9.161587511683237,8.408306246833941,1,"[664.6738129396115, 849.7736826427633, 248.05892419703372, 1149.1457315913858, 1086.6803872980477, 460.893623341714, 215.30454029038475, 1133.4363080794828, 701.0398839152592, 739.3774484000626, 883.963769398141, 815.8511643899138]",189.05886288934764,31977,220,0.7419521445031569
91,Geothermal,Flash Steam,3401.98329479576,17.336704167193332,-12.28997880596539,3,"[1020.6394757439554, 825.9396701015728, 1020.4268437712681, 851.484771857788, 406.68435987674536, 473.96112732113374, 414.58911970837414, 577.2590832279759, 238.96313231023362, 818.2538843378928, 536.5542148887265, 855.7226353807422]",80.15234108828518,16305,90,13.882544364544946
7,Geothermal,Flash Steam,3498.8489685525456,22.894284677988402,32.64832081162318,4,"[617.9460317155788, 1167.5805515202474, 747.9718832480874, 623.4709423081185, 768.5202837499584, 775.9245752580846, 931.6477552996403, 327.6897294224656, 450.01644921610466, 780.5440123439098, 1067.1166072097221, 761.8666921437737]",51.52638765911633,21150,13,14.831423833022233
99,Solar,Thermal,4517.636888063855,10.525237244785714,29.587447966464495,6,"[497.6351745093109, 299.9848871618634, 253.48529674736892, 1158.5414968831983, 1047.1431440955898, 554.9051904627206, 1156.8008851264563, 876.7699044243033, 682.5209496426424, 693.025657771805, 283.2844111952596, 291.7041472584811]",122.4759805507182,32667,123,6.152762584875047
53,Solar,Molten Salt,501.4702100910173,9.442030470258146,-16.546474399001344,10,"[641.5305013733771, 1087.7041827582998, 550.9150125520787, 317.06701642760584, 342.99168205283587, 961.5106317174723, 818.218063316261, 301.12267612279027, 284.1068061149974, 900.96913145912, 272.76300636419353, 1021.8600592903562]",142.71723429551676,18924,29,1.0272323748119738
83,Biomass,Wood Biomass,4407.781844760163,-16.331480631792125,34.46162238091278,4,"[550.2182467003136, 908.1811955831998, 681.6669879641154, 577.9875901222545, 905.0843642966598, 448.72415443028797, 530.2525290190986, 634.4518444882713, 453.6821738731387, 605.2020867814172, 771.4730252050107, 940.9738609106683]",154.60299635617147,26470,105,12.127849810563278
3,Biomass,Biogas,4812.7541149489825,-2.5129420476295934,-2.857274823088357,8,"[728.3701212972092, 636.335831606556, 1002.1092490267341, 1177.900668754271, 756.0050386425845, 522.6863882775837, 243.40078329817277, 1124.643330223596, 1119.1157152786595, 452.9901679892411, 895.4111231066476, 275.43454708976924]",37.41200922230432,39413,143,4.224117947590812
54,Hydro,Pumped,3698.6484939229454,51.52543416691063,37.52214444447077,8,"[594.5217986081299, 306.7560659358844, 535.6600647969632, 369.67990389556553, 846.8483616687238, 588.2683839898722, 429.3947457049496, 465.93792496423896, 560.3450952052683, 459.9498628542627, 653.2408468288311, 232.31595110965046]",59.55388389794442,36547,157,2.9231919238951436
35,Biomass,Biogas,4751.509570795024,32.571950838836,16.80491175614739,2,"[282.74842003530614, 1076.6614859257927, 751.58787254407, 364.8342611370009, 611.255116585369, 977.6022837352256, 680.3700818663547, 1185.2860506655043, 576.7389699379407, 949.578299976072, 592.9894489788592, 1029.1642207065142]",115.9708864873208,21384,98,12.224320390090792
1,Biomass,Biogas,423.0273487446885,29.1714397168912,12.060776501767783,5,"[1196.6368370739053, 755.4317056026274, 968.9874151805105, 1144.7657298824279, 1049.6473906774113, 447.3481017431976, 650.5441353100935, 329.15941515149495, 1154.0510272587223, 806.17463445088, 428.6428055034627, 871.7006844058567]",125.53500688928969,37187,95,0.5972318764579512
26,Wind,Offshore,2407.24294910562,43.13714900625013,-1.5333656137370326,1,"[751.9068387744855, 760.9379715353863, 1076.6536026583449, 603.4828662123971, 334.01522845064073, 228.78267631333898, 955.137255673619, 820.3095513534647, 904.0797680992235, 412.9641615089107, 336.37147558676975, 214.54466566788193]",73.3645739672864,9017,30,19.661282379453464
51,Wind,Offshore,2759.8592191506023,5.091044741610439,34.62827670419638,7,"[723.6022760150112, 897.6418714934633, 996.4717756738772, 659.3468079461725, 1042.0914150187095, 968.9177413153975, 266.23597785186587, 245.86126640463294, 820.8056844220913, 547.4134082254143, 409.13079107851416, 779.6499344717384]",71.60482603902628,7254,151,12.80953713827729
95,Hydro,Pumped,3503.454489799812,-21.993272765070145,21.790087973624736,9,"[1096.7884099060118, 673.9616402628724, 867.5577385210272, 372.31987120162984, 392.2890188086708, 240.86861626647885, 368.93506307216455, 478.59033903195865, 377.0104842767468, 288.7025337570556, 320.6358711006008, 660.7787680327258]",45.23507508912954,43928,78,2.9277820087521973
27,Solar,Thermal,4007.081474599761,22.79003894909078,-15.094458083067686,11,"[1120.8724005318131, 261.07795985486376, 476.87764814720373, 1006.2012797930613, 948.2596903836584, 384.52101935637734, 409.3493233367103, 570.472102791382, 684.5229851910213, 818.254771530296, 568.9136395697724, 662.5347161331479]",150.75683293608253,5621,187,22.783960592084767
7,Hydro,Run-of-River,4229.981329536462,34.96162320085874,-18.17167083598435,2,"[647.4123668234547, 732.6172664550231, 442.47050363472965, 469.243230949381, 577.2841631046226, 220.07119777772635, 522.0791655831783, 411.4480069965447, 527.4973521779146, 319.7621318192512, 1090.527280739895, 793.5924535540487]",137.42495223317547,9258,233,20.478813982738842
100,Wind,Onshore,3739.9253972124334,3.165954622967938,-12.345181832266174,9,"[537.4468338719181, 1099.6473971450123, 807.5552222935728, 444.3531554646545, 698.2476978489401, 530.348481280914, 1133.6918237598748, 207.53436313407474, 425.3327977125282, 565.3568196740576, 687.8098008087379, 1050.8175178361462]",22.138086785328056,11589,95,10.030409808770681
9,Hydro,Run-of-River,140.3002830703872,29.69614623664215,39.83533208610366,6,"[597.8555990457417, 1169.4704332753688, 1065.5071258939802, 1017.0720709492799, 457.90282704493984, 370.88758739006585, 868.643219924431, 1129.3759891275859, 756.7628930139298, 771.6126894698998, 479.97909366028415, 969.4929331919369]",41.47353096871706,43101,68,0.18190455468828867
97,Geothermal,Dry Steam,2672.7081147465274,30.723009564444453,26.06677008657033,6,"[781.2382214226122, 354.3627152742023, 681.1401018548174, 732.5894325515859, 251.82353682242692, 536.6042781939207, 334.41467693897425, 263.37497047276776, 1189.9602323899453, 522.353844974723, 1009.8744458546348, 454.64065476376385]",137.89303083366622,20216,9,8.986297058334689
24,Hydro,Pumped,578.1612880615085,45.07274600164547,24.75847153292309,2,"[324.29722348554475, 930.8674752036443, 1138.3404568210378, 381.23306616566015, 266.4962673667775, 941.1206492900591, 774.4731131799119, 1041.828776758272, 339.7723766262895, 995.2673118598902, 401.62732004774455, 363.6559428657045]",37.03183059654362,20282,123,1.9017722280309224
62,Geothermal,Dry Steam,4392.142677024886,-0.755489257736464,28.995966368294624,7,"[913.782454855326, 1099.6674452921732, 824.1015441818377, 739.781061914633, 638.744675388339, 777.4862709061257, 555.3624518183958, 591.4821102015019, 731.857479688174, 266.61911239081695, 429.02539092479634, 742.8493106134089]",89.14798791160631,28202,135,7.036505728580741
42,Geothermal,Dry Steam,4399.214121098519,9.542362640396561,24.487654668342728,11,"[988.5972112245307, 351.67487973275115, 511.72206779554824, 448.4891398144657, 943.946292572677, 233.5324347357794, 769.8896848713165, 962.4586857406905, 1076.7656367617494, 542.0817487159075, 1021.2573046720129, 310.6317369552072]",170.05819688823104,7359,180,20.78949848230816
29,Biomass,Wood Biomass,1184.7944064015753,32.225256839306624,23.202192192764464,3,"[893.9484444671, 742.7244433475962, 451.7990589069527, 545.6959935039195, 381.5977168014257, 1108.4505613336282, 783.3917947661205, 600.8514167636399, 662.0058036441327, 1147.2833396118153, 353.3514031160802, 786.2298320167972]",103.64829238247087,18368,225,2.4819942580785224
60,Hydro,Pumped,555.9526879147379,51.875052226074644,27.405078227445202,5,"[907.2386343133986, 352.53904291426136, 776.2883601668132, 806.7150463828559, 624.130671302386, 936.4442356247229, 1134.367014769015, 1125.5685129067763, 650.8393714041322, 313.23804584075526, 1184.8411989623346, 1038.898086445934]",29.309222834637033,20256,1,2.410723900515976
55,Hydro,Pumped,3059.0772492815804,-2.069430161445119,24.65497911059733,10,"[1002.8534485980115, 204.63202300460287, 533.4991716911442, 598.1686935909433, 737.3956029379228, 1119.8556164127604, 546.3459943659612, 546.9532018962277, 937.5012481097484, 652.2179408898071, 424.604822939982, 652.4395161326934]",32.46711897406097,46719,25,3.0675399096977354
70,Biomass,Biogas,1591.7921971071491,38.049570754608766,-3.344769642234912,10,"[213.09445658833363, 863.5373720167106, 378.0359668697514, 1161.0703174694552, 348.66272775311296, 614.6241237270237, 285.34966807864384, 1196.8742518459474, 702.1950103312427, 795.3850173200437, 267.07647738842746, 949.9604703991778]",45.931590653639226,28965,32,2.506039876175067
49,Biomass,Wood Biomass,2386.731378294496,16.484113326261642,-16.05748163429886,3,"[653.2888347480276, 724.3902693275801, 640.7627469382281, 600.763060875326, 759.6403313082179, 355.2402459307125, 381.92813049527115, 1061.7856210135174, 1146.1154621336327, 573.3093162797529, 470.74467314355377, 843.9995432390158]",84.7031633641288,48190,55,3.2947935084886217
50,Biomass,Biogas,184.12516289224328,-17.802783806705055,-6.135512204715717,11,"[705.5078791060338, 795.0489797004205, 539.271245896191, 769.4435177635004, 1087.460482513503, 756.7215847833661, 920.8130963105066, 1005.3149673579051, 1188.7287819554426, 803.1974021769796, 1006.850148962586, 1162.6493185548748]",189.15989648756832,22389,223,0.23999938942336532
82,Wind,Onshore,3692.7278353202114,44.81280954668836,-12.63338662023749,3,"[783.0415609696922, 621.424550592498, 1092.6717110769748, 1017.4435617384408, 541.8173516978759, 459.4234334312925, 579.6924081672669, 790.2949425148078, 468.06364082287627, 824.148907849134, 609.4116521912404, 752.0471808519802]",90.04467318138676,8083,99,37.450311004084966
86,Geothermal,Flash Steam,615.4777333059643,16.577661996656047,39.12203873450408,7,"[999.8552559473152, 625.2135044692334, 222.4693083201174, 468.6773593849461, 741.634214660867, 833.4782198261473, 457.8876854332023, 339.35607407282413, 1034.930236799299, 1184.4021807035522, 725.6901823026858, 371.6792858483035]",58.09992867127695,17458,70,2.002802128200215
85,Wind,Offshore,2515.5492298794784,-33.28246000842899,4.314885281661326,6,"[1029.7418037072016, 406.4212717606032, 210.9958286584805, 336.88563006880725, 1100.018641848105, 1073.8900775625152, 797.4131021703083, 800.5168604336534, 865.0366745462554, 375.3712786234496, 1114.4119459249598, 618.7705248920731]",79.71201300865201,37397,64,3.6818322856488432
54,Hydro,Run-of-River,459.853406229376,20.31521094663882,-5.279053419120743,5,"[1037.0789907030294, 637.1933963572435, 1115.513677291914, 921.5328611219056, 810.4046670079576, 1149.3067970577656, 596.6493730520542, 1154.086936539633, 335.00127742120696, 683.7549419324127, 469.9112223921949, 739.8427789081934]",36.592706188859,32987,235,0.644935314148353
98,Solar,Thermal,2397.4746780668297,-5.561626795576679,1.0924096680531292,1,"[695.4913162061985, 888.402396427736, 634.8273386037463, 446.4020332391068, 1019.1023176741998, 999.4158789689792, 894.6964708544267, 472.1451372299627, 790.2306668690871, 560.9738969400269, 291.58207332663414, 1117.3135754622426]",31.679633029197475,37408,55,4.410326658686969
12,Hydro,Pumped,3212.799457404596,35.90358455388498,23.446199756388317,6,"[1180.5768001799881, 1103.363812636025, 846.6649191171634, 893.1752114569248, 251.59580665871, 869.9174645500392, 244.16543771010018, 788.263756969931, 1199.353499565835, 755.8065814371796, 673.2101180813333, 512.8548565055876]",28.501902863360566,25070,137,5.439936797637577
72,Wind,Onshore,4724.119121111498,7.421421665746379,31.722559059358808,7,"[655.1436850361561, 722.434576071169, 844.5466506258222, 850.1673504432282, 564.6972494573058, 760.677194003514, 681.0618838440864, 1084.998356523281, 730.2651326349002, 641.0321617481616, 604.4854496818507, 772.4277594334657]",161.77551098317502,45547,93,5.093600935602336
13,Wind,Onshore,4435.589853769126,21.58631881823046,-6.0224315147819745,7,"[661.9428505755876, 1190.341313341777, 200.23752357588458, 385.4729095767225, 583.9638899197257, 1132.589909425253, 270.02970574747104, 209.48543362849807, 252.6838359772286, 288.54341061361816, 237.59677320626088, 679.7813268565048]",118.2476554093289,19155,239,6.5709567537477485
30,Solar,Molten Salt,2135.7171612714974,33.75823015888915,-5.673371253901859,3,"[667.3107665376526, 497.0028764548822, 1052.8218216919013, 915.553315234242, 789.1085344708948, 477.26564569677356, 1110.3391020575343, 245.10067722032318, 309.46759867911516, 591.630140540356, 324.43755729685637, 1156.415697559425]",160.60791781795976,46028,171,2.7397874931603603
39,Hydro,Pumped,3086.386376593003,-23.29660539079248,39.47011756821859,11,"[601.5802364254874, 1037.8257352832454, 430.56919580501904, 1030.6425177506246, 320.33876203499597, 246.945357147813, 584.0906114912495, 236.73193742661363, 1157.2702629833257, 1026.2056957939658, 1000.769687129875, 829.777922996153]",47.183184492127936,47600,99,3.061421634937448
61,Hydro,Pumped,2600.477225357893,9.118634086862656,39.78014654840346,3,"[1015.8331249906178, 424.44057183666064, 423.8176148226231, 736.9744228934136, 792.9399348417031, 780.0862078378112, 291.48683739775487, 1077.4608626303802, 465.60004258870606, 329.51492128280415, 1088.7480798689771, 1155.6514982297533]",173.11488536676288,30192,207,4.645954778459077
5,Hydro,Run-of-River,1442.8852548587574,-14.735090603911491,-19.695071610918443,11,"[923.4201136885849, 695.8757350787707, 281.04621590764793, 420.18320194981135, 883.258763659596, 276.13085949030017, 1051.2069140487688, 695.1465270139743, 680.586577326648, 792.4077846595176, 1024.6809659251492, 547.8092079021931]",137.2131497490174,27572,237,1.7057725774720096
88,Hydro,Pumped,3309.336581559206,45.05817290942419,32.03765205758814,9,"[534.0088787452379, 438.6900313010175, 1130.0903505097385, 305.834093828584, 898.9907380395877, 389.2215397850059, 1081.63713277035, 1161.3152881849073, 665.4700087699836, 1079.0714802281318, 205.14517075471477, 1019.9469174081001]",49.58190649736009,43534,159,1.936585477561289
2,Biomass,Wood Biomass,1330.5072369546444,-20.686713541270695,-14.954106531920921,11,"[1181.1861780274235, 831.8135270166683, 459.8035810641598, 834.0057030996113, 739.9853797158555, 979.8453951511436, 306.9806388269584, 961.027902502028, 741.2665786761103, 1162.9920038589946, 541.8721660386861, 832.6218931339481]",186.7454805744534,6084,22,13.91910521344535
96,Geothermal,Flash Steam,4739.124546868873,-23.362241306772766,26.25905755192813,1,"[782.1704601762733, 545.8830569529567, 820.9155177674771, 245.74203381251286, 1071.5368061523764, 1173.488969177397, 1168.8778552856916, 949.6518317429247, 330.08624013063195, 958.2631959290226, 224.5869164588015, 222.12355152899727]",68.10399273416054,48182,160,5.682408165967554
58,Wind,Offshore,1404.4519980942462,59.71245001577111,5.570878134158377,9,"[363.6238211916692, 994.8095487499294, 893.6822257814887, 420.76961278876036, 282.3810456158427, 880.4993020747131, 854.5112142811353, 473.2595269982093, 1150.8635622504103, 351.05789178090026, 632.3348010426018, 1143.615920167599]",86.84682680059385,29602,84,1.7666546457033032
57,Biomass,Wood Biomass,1594.1623529508956,-7.925725956187257,23.465360356847015,2,"[413.10470402508327, 231.13408288451137, 851.6668253758851, 568.5263437237611, 1064.3582498396372, 673.2099066915571, 1168.1934279147217, 385.5255157031212, 1068.6231679556108, 976.5968527917418, 970.921844644052, 1044.7832281168876]",153.39967823388477,18343,172,3.8929169055533492
60,Wind,Onshore,968.021429649439,6.209729076566063,-19.926089890014445,7,"[325.18579220255043, 885.5652872289713, 630.3058948994627, 400.5247267003367, 691.594546741437, 264.2089370751341, 781.9714019143988, 468.99340443509766, 997.5591006371882, 510.36195892357375, 655.2201490818012, 211.62053990810062]",19.12714311993898,31015,82,1.466722962078323
95,Hydro,Run-of-River,3797.4433746755553,55.264863803871705,34.46911917907841,11,"[680.5069472578289, 304.9301784181749, 442.04501586252746, 1186.6625932671463, 342.4955429015132, 698.8881534513561, 818.1557343181191, 902.464970544104, 759.6486834869141, 209.77084741918367, 526.4613082439919, 717.7116433847115]",22.133967333242506,46004,158,2.6020775553183833
26,Wind,Offshore,2859.3271988947126,28.946496913726577,28.035201946544973,2,"[241.18349527927168, 870.3854583544122, 1151.5499743553269, 324.2199667280594, 1096.2213026850382, 794.776637376936, 816.604581862474, 812.9441748656059, 498.83588633731387, 1135.2018152994597, 1147.3504626310387, 825.3046602139478]",157.76743155861485,25826,127,5.771727431652708
84,Geothermal,Flash Steam,4095.623961314344,5.231828451830012,18.6146617117915,9,"[363.9994809894972, 638.6072164895384, 924.8265598740583, 793.2786483101787, 850.2941858734539, 679.2789285762873, 815.7420219422428, 529.0174378146621, 670.1825926966651, 944.2790655949556, 1071.832778973121, 633.6553339563889]",13.514023252935432,25363,82,5.092475822402923
83,Biomass,Biogas,2735.269246810869,9.32768467837996,-15.108410626854399,3,"[880.2282424312913, 272.19840897917584, 230.65250220580606, 457.68288851121366, 662.6229567393164, 1068.2725054083805, 927.169069766308, 942.706521199981, 625.4933344480753, 545.9349925469629, 571.0387629846027, 1187.6495637360579]",12.821292325434083,16282,96,12.178389108077265
98,Geothermal,Flash Steam,3008.7316480165287,39.295609460563156,19.300560329926512,3,"[792.3503285933622, 1112.3633456166908, 410.6621890056666, 822.9665835634828, 831.5602200925206, 933.113022415281, 331.5676851272598, 915.8249646820885, 1109.032520665641, 379.683108870242, 437.54332492387766, 1171.3950940416396]",40.29050577835051,45965,237,2.9089685132790546
60,Biomass,Wood Biomass,2984.94607916732,17.941489934350074,19.757276740499222,7,"[363.5238725850228, 591.0815366517606, 1169.4123223352876, 458.13343270112756, 856.7366645412922, 525.1900642246949, 973.4731256866006, 330.8736607183498, 1169.8210450785446, 653.7895413836393, 436.05046334646397, 273.4967473300127]",38.102791492070445,6724,10,26.322953328170925
1,Biomass,Biogas,2960.0276369964154,54.85833548514337,-4.848333075474844,6,"[367.61921628831766, 236.671426933543, 936.4020150656405, 863.804527621805, 674.6308757498139, 1044.170448969197, 1005.6701529500532, 785.3543643967522, 1068.2712805132587, 405.84121003676825, 311.91961939772784, 469.7496115169896]",16.1319369374164,48614,37,4.415295397238478
29,Solar,Molten Salt,1162.270826014766,-21.998956252727652,-14.686664946605516,1,"[707.2348086883924, 241.57285905039208, 348.3432009620889, 1186.6301229588469, 1165.1186964360454, 204.93998093440962, 1151.811785423239, 839.1199378155004, 1067.918294520022, 654.7398556338592, 715.5960285792503, 688.8465802569201]",135.03853022149033,13115,151,3.8508040938173056
45,Geothermal,Flash Steam,4702.107970037867,33.28989183413418,-10.257086320260747,5,"[293.90071578941837, 872.6021182251263, 643.7502193045711, 1068.1422543775052, 377.1497894473859, 892.6259522261645, 1038.1152896481103, 1144.6142194740232, 883.2480282896458, 697.1747640084272, 817.8472402012138, 1068.9049844787182]",116.26890059457179,30259,219,7.849628990495526
46,Geothermal,Dry Steam,3023.017235603869,54.08753563380648,29.610333022712645,5,"[777.1852367117482, 548.5736672419705, 359.2874452428051, 804.9539226905408, 518.1115536181195, 1066.4386675276455, 1193.3369373586283, 952.4277626155725, 290.48169528705074, 488.6855955306381, 309.1096317657497, 850.5116477917157]",154.21221858837802,2667,102,67.46237854396023
98,Wind,Onshore,3999.1775618502406,3.558331481293301,29.070052970501294,8,"[496.86927456028076, 849.074658794393, 528.381227885081, 830.2087483291442, 809.8318054986945, 763.4389273484588, 580.4197042327977, 748.4997216514768, 796.4854749854215, 745.6868884954735, 644.4194527512016, 214.6670570462638]",119.47703300172444,12207,110,13.328987723314015
66,Solar,Molten Salt,2734.7001416497046,55.14785596659911,30.830041682354455,12,"[225.64206580643568, 541.2478276261563, 580.195618785857, 598.8227808969004, 780.1723692273323, 733.6025467268785, 807.9050927934446, 964.8832615421283, 1012.9857387160935, 918.1230762264944, 1155.5236959549347, 218.23258267636163]",43.17670720829149,42974,80,3.773842515432641
15,Solar,Molten Salt,1931.3688192391662,-20.284587342712264,8.750993766615995,3,"[301.4208284492165, 685.8717591863256, 456.77656772050796, 484.8729019619228, 507.2899649262866, 1003.0258978326634, 739.1612766752545, 511.30769915600365, 810.3337833109184, 916.1506742231936, 472.62400073353376, 613.5491015253515]",28.76778820070477,35054,95,4.423866863783047
39,Biomass,Wood Biomass,3559.778995526042,-29.312307690525614,14.038733177734215,10,"[1117.7524891713774, 624.527425196362, 287.03896258765866, 1015.7486435042808, 573.5096830383876, 726.499194153781, 312.3043444112192, 202.5840148449824, 837.9852057932976, 715.1751703337316, 793.5385691231472, 993.7438503805163]",131.08815311745772,11617,121,13.01993223384468
72,Solar,Thermal,1315.442739155898,-9.793949816520495,23.917484055138075,4,"[623.7382536487628, 867.5498992914704, 295.53531383466816, 823.859324676573, 651.7676787372291, 786.6084631754741, 368.0142077448634, 936.8737449441821, 1062.7970775432286, 416.73980009077565, 295.71455552016175, 223.6385860463364]",130.1844425864369,34755,199,1.949402223784544
10,Solar,Thermal,3178.4766558010715,-34.15453858914461,-11.493536388373888,3,"[797.0469168956917, 875.841245087376, 642.7169667795272, 645.7909145772289, 924.5168513986181, 215.82109176558245, 541.0900244742206, 1018.7070571192328, 803.2194102133723, 537.2271327554204, 1105.5247923296738, 972.6227274493825]",56.65461221116302,47820,97,4.820805005276551
73,Solar,Molten Salt,1750.6243501397346,21.71557833956468,6.5445961888401705,12,"[267.6125635922149, 1000.3565078223616, 433.712081910433, 740.0119146045106, 1080.0790875614582, 850.8773690471942, 732.9577865513353, 524.3337531153757, 533.0019130581979, 869.4869551981901, 1194.1393612211675, 861.8391898493786]",113.76776638715485,10686,30,9.58285970550279
22,Geothermal,Flash Steam,4790.245158301632,-22.469705764234035,21.400293449239946,9,"[370.47793817391755, 609.4778530052039, 622.6891133961896, 1021.8064439010868, 201.23667975940944, 500.8531083532551, 1181.2363743443038, 674.8865435062187, 582.5262802440083, 319.82900201764636, 1174.1646286280156, 220.02635592582448]",148.7501438764124,42323,65,5.223919579062152
21,Geothermal,Flash Steam,1322.3839688387955,38.7901988292265,31.881171522012416,5,"[1026.0676302525285, 982.0280876703858, 908.7446977429764, 236.1603805247621, 503.1283559453286, 463.11256991084286, 560.1364074715191, 287.64274676383855, 1136.9578230310626, 753.8022407123763, 505.5243106580235, 596.9815170742834]",92.20449539844296,37035,210,1.5976994701091118
